,C1,C2,C5,C6,C7,C10,cancer_type
TCGA-BH-A0E1-11,0.18770548701286316,-0.08083008229732513,0.47052064538002014,-0.03688235580921173,-0.06265474110841751,-0.05103585124015808,BRCA
TCGA-BH-A0E2-01,0.18838593363761902,-0.09419570118188858,-0.08399492502212524,-0.03985978662967682,-0.4258924126625061,-0.091151162981987,BRCA
TCGA-BH-A0E6-01,0.320670485496521,-0.023466382175683975,-0.044768594205379486,-0.10069914162158966,0.41341882944107056,0.05992598831653595,BRCA
TCGA-BH-A0E7-01,-0.1676996946334839,0.1038186252117157,-0.2856060564517975,0.0017138123512268066,0.09342250227928162,-0.10056909918785095,BRCA
TCGA-BH-A0E9-01,-0.17495441436767578,-0.007136404514312744,0.1277247965335846,-0.02831566333770752,0.02075013518333435,-0.04820263385772705,BRCA
TCGA-BH-A0EA-01,-0.13089750707149506,-0.019741028547286987,0.05351543426513672,0.06865131855010986,0.08783023059368134,-0.11610302329063416,BRCA
TCGA-BH-A0EB-01,0.03260603919625282,0.05917755514383316,-0.04673921316862106,-0.17561933398246765,-0.2728591561317444,-0.15985123813152313,BRCA
TCGA-BH-A0EE-01,0.19072161614894867,0.0010630637407302856,0.7053270936012268,-0.6132858991622925,-0.7875477075576782,0.40288129448890686,BRCA
TCGA-BH-A0EI-01,-0.36390429735183716,-0.2368330955505371,-0.48796921968460083,0.3376021385192871,0.1366005539894104,-0.44721418619155884,BRCA
TCGA-BH-A0GY-01,0.18715551495552063,-0.11058511584997177,0.2136549949645996,-0.1776917427778244,-0.21720880270004272,0.026462189853191376,BRCA
TCGA-BH-A0GZ-01,0.0841163694858551,-0.23963309824466705,-0.04086613655090332,-0.1757323145866394,-0.1561111956834793,0.10538731515407562,BRCA
TCGA-BH-A0H0-01,0.029581189155578613,0.22079524397850037,0.09735172986984253,-0.31478577852249146,0.49154821038246155,0.22647878527641296,BRCA
TCGA-BH-A0H3-01,-0.14684060215950012,-0.07131801545619965,-0.06190762668848038,0.1890995353460312,-0.030777394771575928,-0.3553805351257324,BRCA
TCGA-BH-A0H5-01,-0.1969914734363556,-0.023671135306358337,0.2760600447654724,0.012594133615493774,-0.18348918855190277,-0.11050263047218323,BRCA
TCGA-BH-A0H5-11,-0.20156338810920715,-0.18172773718833923,0.3357420563697815,0.07552394270896912,-0.026345208287239075,-0.034502387046813965,BRCA
TCGA-BH-A0H6-01,-0.13375869393348694,-0.015248376876115799,-0.16426324844360352,0.3238458037376404,0.10698186606168747,-0.06203136593103409,BRCA
TCGA-BH-A0H7-01,-0.11937908828258514,-0.05937814712524414,-0.1627834588289261,0.19284619390964508,-0.14329658448696136,-0.22707760334014893,BRCA
TCGA-BH-A0H7-11,0.03899022936820984,-0.15557055175304413,0.45335566997528076,-0.011626720428466797,-0.09878487884998322,0.029141247272491455,BRCA
TCGA-BH-A0H9-01,0.011496677994728088,0.1816321313381195,0.1060386598110199,-0.017867878079414368,-0.019365012645721436,0.18748342990875244,BRCA
TCGA-BH-A0H9-11,-0.22428753972053528,-0.41547542810440063,-0.3291570842266083,0.8127390146255493,0.02159866690635681,-0.29561904072761536,BRCA
TCGA-BH-A0HA-01,0.02915392816066742,-0.08329889923334122,-0.10267085582017899,0.14105382561683655,-0.1515367329120636,-0.1277211755514145,BRCA
TCGA-BH-A0HA-11,-0.01086464524269104,-0.231326162815094,0.16615916788578033,-0.06801532208919525,0.12183903902769089,0.038663700222969055,BRCA
TCGA-BH-A0HB-01,0.38222062587738037,-0.020322710275650024,0.49378445744514465,-0.37044310569763184,-0.1772950291633606,0.3303312063217163,BRCA
TCGA-BH-A0HF-01,0.334476113319397,-0.11309269070625305,0.3100437521934509,-0.39362555742263794,-0.5382700562477112,-0.08371332287788391,BRCA
TCGA-BH-A0HI-01,-0.07704922556877136,-0.005849253386259079,-0.017788607627153397,-0.03190761059522629,-0.1317145675420761,-0.26498159766197205,BRCA
TCGA-BH-A0HK-01,0.2669754922389984,-0.06956347823143005,0.4533785581588745,-0.3777081370353699,-0.6230822801589966,0.05504115670919418,BRCA
TCGA-BH-A0HK-11,0.018884330987930298,-0.1273786425590515,0.33090317249298096,-0.0016758441925048828,-0.2763069272041321,-0.19111627340316772,BRCA
TCGA-BH-A0HL-01,-0.5812016129493713,-0.06216001510620117,-0.26722463965415955,-0.05509978532791138,0.8863952159881592,-0.2169865220785141,BRCA
TCGA-BH-A0HN-01,-0.05649447441101074,0.21867647767066956,-0.025712639093399048,-0.16033607721328735,0.3070085644721985,0.604785144329071,BRCA
TCGA-BH-A0HO-01,-0.11725228279829025,0.065327949821949,-0.02688691020011902,0.15895015001296997,-0.2344467043876648,-0.3931623101234436,BRCA
TCGA-BH-A0HP-01,-0.22373400628566742,-0.16761940717697144,-0.010560661554336548,-0.0015372112393379211,-0.19768968224525452,-0.036344900727272034,BRCA
TCGA-BH-A0HQ-01,0.17709782719612122,0.09308832883834839,-0.014319196343421936,-0.0956978052854538,0.03335537016391754,0.11013474315404892,BRCA
TCGA-BH-A0HU-01,0.09935462474822998,0.10020115971565247,0.0376054048538208,0.04916423559188843,0.2705383002758026,0.34590643644332886,BRCA
TCGA-BH-A0HW-01,-0.1893068253993988,0.019531667232513428,-0.0212668776512146,-0.021291881799697876,0.45442840456962585,0.11258488893508911,BRCA
TCGA-BH-A0HX-01,0.14320982992649078,-0.20442891120910645,0.13023795187473297,-0.11513002961874008,-0.17734867334365845,-0.06854031980037689,BRCA
TCGA-BH-A0HY-01,-0.09188017249107361,0.10569258034229279,-0.11216861009597778,0.18882092833518982,0.09087139368057251,-0.04538421332836151,BRCA
TCGA-BH-A0RX-01,0.29601842164993286,0.20723935961723328,0.34417980909347534,-0.08237718045711517,-0.25504663586616516,-0.24303987622261047,BRCA
TCGA-BH-A0W3-01,-0.18220388889312744,-0.1786390244960785,0.10983553528785706,-0.2330816686153412,0.45170485973358154,0.4149155914783478,BRCA
TCGA-BH-A0W4-01,-0.21367862820625305,-0.11161604523658752,-0.21747355163097382,0.25670579075813293,0.01566537842154503,-0.1001758873462677,BRCA
TCGA-BH-A0W5-01,-0.11585451662540436,-0.23443636298179626,0.010843843221664429,0.04749356210231781,-0.10489256680011749,-0.10255730152130127,BRCA
TCGA-BH-A0W7-01,0.06143365800380707,0.044449999928474426,-0.10360769927501678,0.014428853988647461,-0.08602434396743774,0.12229731678962708,BRCA
TCGA-BH-A0WA-01,0.24867214262485504,0.05583961308002472,0.1032598465681076,0.005455225706100464,0.03325137868523598,-0.22865860164165497,BRCA
TCGA-BH-A18F-01,-0.15683355927467346,-0.11850669234991074,0.03759068250656128,0.13330700993537903,-0.08694785833358765,-0.17095254361629486,BRCA
TCGA-BH-A18G-01,0.4524841606616974,0.025238722562789917,0.23318833112716675,0.049966469407081604,-0.1770946979522705,-0.054117485880851746,BRCA
TCGA-BH-A18H-01,0.16901430487632751,0.040492989122867584,0.04329877346754074,-0.01977575570344925,-0.07491126656532288,0.024784237146377563,BRCA
TCGA-BH-A18I-01,-0.11659800261259079,0.012571796774864197,-0.1638130247592926,0.14029748737812042,-0.1192420944571495,-0.19801613688468933,BRCA
TCGA-BH-A18J-01,0.10120231658220291,-0.08283719420433044,0.024877645075321198,0.03436063230037689,-0.13511371612548828,0.03439898043870926,BRCA
TCGA-BH-A18J-11,0.01089334487915039,-0.19544601440429688,0.23652809858322144,0.013884678483009338,-0.0877036601305008,-0.034761250019073486,BRCA
TCGA-BH-A18K-01,0.11903196573257446,0.051790572702884674,-0.253063440322876,0.07998193055391312,-0.11546550691127777,0.022907264530658722,BRCA
TCGA-BH-A18K-11,-0.290153443813324,-0.3466823101043701,0.08069181442260742,0.2347244918346405,0.04769917577505112,-0.019574135541915894,BRCA
TCGA-BH-A18L-01,-0.266030877828598,0.36249834299087524,0.4196099042892456,-0.004871159791946411,0.26073190569877625,-0.16499903798103333,BRCA
TCGA-BH-A18L-11,-0.1821204125881195,-0.257756769657135,-0.003758639097213745,0.2524992525577545,-0.2675146758556366,-0.20325404405593872,BRCA
TCGA-BH-A18M-01,-0.23568199574947357,-0.1323482096195221,-0.023249760270118713,0.13448676466941833,-0.22436533868312836,-0.18760895729064941,BRCA
TCGA-BH-A18M-11,-0.30967462062835693,-0.25061240792274475,-0.0071950554847717285,0.3317491412162781,-0.08923240005970001,-0.12673869729042053,BRCA
TCGA-BH-A18N-01,-0.3378591537475586,-0.15518468618392944,-0.3205758035182953,0.12873783707618713,0.25878849625587463,0.018680721521377563,BRCA
TCGA-BH-A18N-11,-0.30983850359916687,-0.16029712557792664,0.006222754716873169,0.2004162073135376,-0.17345444858074188,-0.17322313785552979,BRCA
TCGA-BH-A18P-01,0.07625114917755127,0.08568087220191956,-0.0031237006187438965,0.137302964925766,-0.372992604970932,0.054559528827667236,BRCA
TCGA-BH-A18P-11,-0.22317081689834595,-0.30941203236579895,-0.016535542905330658,0.3246682584285736,-0.10626017302274704,-0.298026978969574,BRCA
TCGA-BH-A18Q-01,-0.04076462984085083,0.22212138772010803,0.08033508062362671,0.048514559864997864,-0.006688937544822693,0.11255697906017303,BRCA
TCGA-BH-A18Q-11,-0.2316805124282837,-0.28751394152641296,-0.05071040987968445,0.13191133737564087,-0.06511573493480682,-0.27348586916923523,BRCA
TCGA-BH-A18R-01,-0.006383158266544342,0.10121724009513855,0.11530008167028427,-0.05569674074649811,0.03205442428588867,-0.1773645430803299,BRCA
TCGA-BH-A18R-11,-0.255740761756897,-0.2276436984539032,-0.02421361207962036,0.2664753198623657,-0.026078835129737854,-0.25360339879989624,BRCA
TCGA-BH-A18S-01,-0.15629440546035767,0.1702970564365387,0.0195673406124115,-0.16013115644454956,-0.025002270936965942,0.20639023184776306,BRCA
TCGA-BH-A18S-11,0.059719204902648926,-0.012251347303390503,0.4164578318595886,-0.03715589642524719,-0.2227894514799118,-0.030675172805786133,BRCA
TCGA-BH-A18T-01,0.37728071212768555,0.1207265555858612,0.1377982497215271,0.18234142661094666,0.20584672689437866,-0.07288923859596252,BRCA
TCGA-BH-A18U-01,-0.08000598102807999,0.260306715965271,-0.22066257894039154,-0.17839138209819794,0.16868919134140015,-0.07304500043392181,BRCA
TCGA-BH-A18U-11,-0.2086024284362793,-0.05414596199989319,0.16438156366348267,0.08201062679290771,-0.15594647824764252,-0.011738359928131104,BRCA
TCGA-BH-A18V-01,0.3032006621360779,-0.011833312921226025,0.4475281238555908,-0.26024800539016724,-0.0004591420292854309,0.05866805091500282,BRCA
TCGA-BH-A18V-06,0.1382775455713272,-0.16640010476112366,0.08299995213747025,-0.3501909673213959,-0.007841050624847412,0.23019962012767792,BRCA
TCGA-BH-A18V-11,0.1603427529335022,-0.12822097539901733,0.1796291470527649,0.09798280894756317,0.06360630691051483,0.49358341097831726,BRCA
TCGA-BH-A1EN-01,0.23862546682357788,0.19200626015663147,0.47102490067481995,-0.05137017369270325,-0.4287225604057312,0.11005359888076782,BRCA
TCGA-BH-A1EN-11,-0.2625133991241455,-0.25711995363235474,0.03772065043449402,0.35933399200439453,-0.3026626706123352,-0.292664498090744,BRCA
TCGA-BH-A1EO-01,-0.4542388916015625,-0.23575204610824585,-0.25829026103019714,0.47375527024269104,-0.19894206523895264,-0.45092082023620605,BRCA
TCGA-BH-A1EO-11,-0.2666028141975403,-0.4321627616882324,-0.3866007328033447,0.8079613447189331,0.08562139421701431,-0.6051098108291626,BRCA
TCGA-BH-A1ES-01,-0.21715356409549713,-0.0006584040820598602,-0.03336234390735626,0.07413627207279205,0.08047571778297424,-0.22174689173698425,BRCA
TCGA-BH-A1ES-06,-0.01416325569152832,0.38864585757255554,0.5518092513084412,-0.4407925009727478,-0.23379547894001007,0.14039844274520874,BRCA
TCGA-BH-A1ET-01,-0.25445374846458435,-0.05188465118408203,-0.16305050253868103,0.014145851135253906,-0.39495569467544556,-0.3302326500415802,BRCA
TCGA-BH-A1ET-11,-0.34185272455215454,-0.14667043089866638,0.03532162308692932,0.33468151092529297,-0.0928305834531784,-0.3028527796268463,BRCA
TCGA-BH-A1EU-01,-0.3738991320133209,-0.17567791044712067,-0.19307580590248108,0.0022940635681152344,-0.32662028074264526,-0.4198821783065796,BRCA
TCGA-BH-A1EU-11,-0.39599162340164185,-0.23288720846176147,0.05812673270702362,0.15774953365325928,-0.2921883463859558,-0.17550745606422424,BRCA
TCGA-BH-A1EV-01,-0.27247747778892517,-0.10427376627922058,-0.0868232250213623,-0.008361266925930977,-0.09936200827360153,0.23314069211483002,BRCA
TCGA-BH-A1EV-11,-0.23206192255020142,-0.2640773355960846,0.1273057460784912,-0.0347726047039032,-0.24575145542621613,-0.39793655276298523,BRCA
TCGA-BH-A1EW-01,-0.19467031955718994,0.13041310012340546,0.09346088767051697,0.24128009378910065,-0.1558549851179123,-0.04248977079987526,BRCA
TCGA-BH-A1EW-11,-0.27548956871032715,-0.16480118036270142,0.07431259751319885,0.2559150457382202,-0.16767634451389313,-0.13913241028785706,BRCA
TCGA-BH-A1EX-01,0.15228891372680664,-0.05366693437099457,0.15299354493618011,-0.1723802387714386,-0.39693206548690796,-0.024710828438401222,BRCA
TCGA-BH-A1EY-01,-0.16408884525299072,-0.1755790114402771,-0.2187483012676239,0.03859171271324158,-0.16330522298812866,0.008827613666653633,BRCA
TCGA-BH-A1F0-01,0.024334311485290527,0.11497560143470764,0.05989912152290344,-0.12529069185256958,-0.20266546308994293,-0.3526924252510071,BRCA
TCGA-BH-A1F0-11,-0.2417137622833252,-0.10899350047111511,0.1649918109178543,0.18545128405094147,-0.09867298603057861,-0.20097917318344116,BRCA
TCGA-BH-A1F2-01,-0.19826330244541168,-0.07805445790290833,0.08939662575721741,0.09765181690454483,-0.3539341986179352,-0.5101836919784546,BRCA
TCGA-BH-A1F2-11,-0.2047991156578064,-0.3217178285121918,0.05115699768066406,0.2470410317182541,-0.16312985122203827,-0.3245236873626709,BRCA
TCGA-BH-A1F5-01,-0.5575005412101746,-0.10823509097099304,-0.02915167808532715,-0.06642371416091919,0.08082567155361176,-0.2973332405090332,BRCA
TCGA-BH-A1F6-01,0.12477785348892212,0.015722423791885376,0.25489240884780884,-0.31023943424224854,0.22845783829689026,-0.01538962870836258,BRCA
TCGA-BH-A1F6-11,-0.41977956891059875,-0.17724138498306274,0.006470292806625366,0.2491244077682495,-0.433901309967041,-0.5091991424560547,BRCA
TCGA-BH-A1F8-01,-0.39073795080184937,0.012159347534179688,0.0603998601436615,-0.059710949659347534,-0.18894392251968384,-0.16077756881713867,BRCA
TCGA-BH-A1F8-11,-0.24805352091789246,-0.06054243445396423,0.15858101844787598,0.18798643350601196,-0.34226715564727783,-0.2270074486732483,BRCA
TCGA-BH-A1FB-01,-0.13904204964637756,-0.11504215002059937,-0.09484639763832092,0.09702461957931519,-0.1453719437122345,-0.3815041780471802,BRCA
TCGA-BH-A1FB-11,-0.08953502774238586,-0.156903475522995,0.1896628886461258,0.04334688186645508,-0.06359657645225525,0.057730406522750854,BRCA
TCGA-BH-A1FC-01,0.2739052474498749,0.14429795742034912,0.07125207781791687,-0.10415011644363403,0.5713961124420166,-0.3145851492881775,BRCA
TCGA-BH-A1FC-11,-0.008577585220336914,-0.1372588574886322,0.11926493048667908,0.13994765281677246,-0.21352800726890564,-0.0982341468334198,BRCA
TCGA-BH-A1FD-01,0.13035744428634644,0.007129460573196411,-0.0452694445848465,-0.09977775812149048,0.19200420379638672,-0.03716287016868591,BRCA
TCGA-BH-A1FD-11,-0.306965708732605,-0.14752647280693054,0.25647780299186707,0.18513813614845276,-0.23858806490898132,-0.28087317943573,BRCA
TCGA-BH-A1FE-01,-0.1438303291797638,-0.020742222666740417,-0.2031582146883011,0.05492566525936127,-0.27867597341537476,-0.627274215221405,BRCA
TCGA-BH-A1FE-06,-0.3733195662498474,-0.2009178102016449,-0.5432875752449036,0.6082813739776611,0.20356133580207825,-0.9284873008728027,BRCA
TCGA-BH-A1FE-11,-0.2386891096830368,-0.3128269612789154,0.08591502159833908,0.1566912829875946,-0.11728005111217499,-0.31463825702667236,BRCA
TCGA-BH-A1FG-01,-0.19192972779273987,-0.03296041488647461,-0.005674034357070923,-0.1625262051820755,-0.06493651866912842,0.3360590636730194,BRCA
TCGA-BH-A1FG-11,-0.16894176602363586,-0.1975541114807129,0.4028249680995941,0.036590687930583954,-0.4744521677494049,-0.3285631239414215,BRCA
TCGA-BH-A1FH-01,-0.32388973236083984,-0.1441321074962616,-0.17225736379623413,0.30222076177597046,-0.28116917610168457,-0.484447717666626,BRCA
TCGA-BH-A1FH-11,-0.16074272990226746,-0.16381439566612244,0.276684433221817,0.21371698379516602,-0.25904369354248047,-0.11113607883453369,BRCA
TCGA-BH-A1FJ-01,-0.09902815520763397,0.08027666807174683,0.020332753658294678,0.23414656519889832,-0.021866977214813232,0.02151508629322052,BRCA
TCGA-BH-A1FJ-11,-0.4359177052974701,-0.10362699627876282,0.17961819469928741,0.17436684668064117,-0.4950251877307892,-0.6010847687721252,BRCA
TCGA-BH-A1FL-01,-0.12273481488227844,-0.13381274044513702,-0.26022085547447205,0.15983468294143677,0.3461059331893921,0.15571872889995575,BRCA
TCGA-BH-A1FM-01,-0.3498081862926483,-0.054613083600997925,-0.32197946310043335,0.21384066343307495,-0.21650353074073792,-0.45203953981399536,BRCA
TCGA-BH-A1FM-11,-0.2043674886226654,-0.21313157677650452,0.04257318377494812,0.20371867716312408,-0.17310625314712524,-0.24760344624519348,BRCA
TCGA-BH-A1FN-01,-0.23392292857170105,0.10315786302089691,-0.42053818702697754,0.17204177379608154,-0.15538212656974792,-0.17026332020759583,BRCA
TCGA-BH-A1FN-11,-0.22119373083114624,-0.08986058831214905,0.1610684096813202,0.051314204931259155,-0.2084406465291977,-0.2885698080062866,BRCA
TCGA-BH-A1FR-01,-0.3077504634857178,0.1294989138841629,-0.26141706109046936,-0.12749049067497253,0.4690345525741577,-0.24667152762413025,BRCA
TCGA-BH-A1FR-11,-0.16197150945663452,-0.0699886679649353,0.06662935018539429,0.09228530526161194,-0.2724320590496063,-0.24266710877418518,BRCA
TCGA-BH-A1FU-01,0.2518947720527649,-0.12036280333995819,-0.025109127163887024,-0.07081744074821472,-0.21554788947105408,-0.4669354259967804,BRCA
TCGA-BH-A1FU-11,-0.11569082736968994,-0.21763741970062256,-0.014626175165176392,0.1500573456287384,-0.03931012749671936,-0.1591697633266449,BRCA
TCGA-BH-A201-01,0.06537513434886932,0.1795901507139206,0.03690294921398163,0.07078517973423004,-0.3846343159675598,-0.0865783542394638,BRCA
TCGA-BH-A202-01,-0.094078928232193,0.1319715976715088,0.017294444143772125,-0.01664525270462036,-0.06382611393928528,-0.11536365002393723,BRCA
TCGA-BH-A203-01,0.08584024012088776,0.11038114875555038,-0.0665712058544159,-0.12934361398220062,0.06637831777334213,-0.03149119019508362,BRCA
TCGA-BH-A203-11,-0.24757033586502075,-0.21247392892837524,0.2154519259929657,0.20781953632831573,-0.2534259855747223,-0.32333284616470337,BRCA
TCGA-BH-A204-01,-0.45553624629974365,0.08432537317276001,-0.3977099657058716,0.010901719331741333,0.3014698326587677,-0.3751252293586731,BRCA
TCGA-BH-A204-11,-0.14642831683158875,-0.24828238785266876,-0.25987082719802856,0.6217961311340332,-0.2103242725133896,-0.5886592864990234,BRCA
TCGA-BH-A208-01,0.09404949843883514,-0.21900612115859985,-0.09004762768745422,0.15373879671096802,-0.6130231022834778,-0.4214600622653961,BRCA
TCGA-BH-A208-11,-0.0945618748664856,-0.25458335876464844,0.13798192143440247,0.18179407715797424,-0.17116349935531616,-0.17398875951766968,BRCA
TCGA-BH-A209-01,0.08697293698787689,0.13732945919036865,0.25585073232650757,-0.17002253234386444,-0.03222747519612312,-0.07501620799303055,BRCA
TCGA-BH-A209-11,-0.30276650190353394,-0.0993795096874237,0.06245911121368408,0.15871810913085938,-0.3957439661026001,-0.43054747581481934,BRCA
TCGA-BH-A28O-01,-0.13405761122703552,-0.08091789484024048,0.043496668338775635,0.1994718313217163,-0.01244211196899414,0.07728826999664307,BRCA
TCGA-BH-A28Q-01,-0.24499104917049408,-0.12772426009178162,-0.2682129740715027,0.12201971560716629,0.026474937796592712,-0.05872654169797897,BRCA
TCGA-BH-A2L8-01,-0.15301933884620667,0.06272953748703003,-0.234033465385437,0.3375745117664337,0.07031016051769257,0.08972971141338348,BRCA
TCGA-BH-A42T-01,-0.08159777522087097,0.033572010695934296,0.037985119968652725,0.03338759392499924,0.7011665105819702,0.3656262755393982,BRCA
TCGA-BH-A42U-01,0.2838631868362427,-0.04438033699989319,0.1518532633781433,-0.10940146446228027,0.11599105596542358,0.43082842230796814,BRCA
TCGA-BH-A42V-01,0.06516936421394348,-0.08105579018592834,-0.05206570029258728,-0.027126789093017578,0.05460476875305176,0.19570478796958923,BRCA
TCGA-BH-A5IZ-01,0.5191875100135803,0.3771728277206421,0.3535006046295166,-0.18325254321098328,0.037655264139175415,0.1641359031200409,BRCA
TCGA-BH-A5J0-01,0.08064337819814682,-0.022481903433799744,-0.1165965348482132,0.15566810965538025,-0.07073253393173218,0.21660633385181427,BRCA
TCGA-BH-A6R8-01,-0.05724868178367615,0.10025732219219208,-0.012798696756362915,-0.07478365302085876,0.23506255447864532,0.5190784335136414,BRCA
TCGA-BH-A6R9-01,0.1836625039577484,-0.28533247113227844,-0.7327862977981567,0.36513516306877136,-0.33590707182884216,-0.5228658318519592,BRCA
TCGA-BH-A8FY-01,0.012062355875968933,0.07055853307247162,-0.0817909985780716,-0.23831979930400848,0.1375294327735901,0.6882889270782471,BRCA
TCGA-BH-A8FZ-01,0.1846996247768402,0.11553555727005005,0.41016045212745667,0.18679019808769226,-0.08837425708770752,0.0791013240814209,BRCA
TCGA-BH-A8G0-01,-0.10618224740028381,-0.04112425446510315,-0.12549778819084167,0.09691298007965088,-0.09577015042304993,-0.0013925433158874512,BRCA
TCGA-BH-AB28-01,-0.10629580169916153,-0.04251081123948097,0.11524306237697601,0.0895853191614151,0.009054385125637054,0.3993145525455475,BRCA
TCGA-C8-A12K-01,0.26552385091781616,0.12960931658744812,0.4501613974571228,-0.23979918658733368,0.07429708540439606,-0.2571101784706116,BRCA
TCGA-C8-A12L-01,0.31393206119537354,0.18971022963523865,0.30362218618392944,-0.08616694062948227,-0.2443804144859314,-0.01013372465968132,BRCA
TCGA-C8-A12M-01,-0.3057068884372711,-0.3145867884159088,-0.04393512010574341,0.04899588227272034,0.3067362308502197,-0.09014460444450378,BRCA
TCGA-C8-A12N-01,-0.22575880587100983,-0.23902373015880585,-0.2351185828447342,0.21118253469467163,-0.0759252980351448,-0.1473681628704071,BRCA
TCGA-C8-A12O-01,0.06973257660865784,0.22786787152290344,-0.0018460936844348907,-0.12317066639661789,-0.3361191749572754,-0.23312656581401825,BRCA
TCGA-C8-A12P-01,0.2412782460451126,0.03800392895936966,0.02562861144542694,-0.19129082560539246,-0.14523077011108398,-0.053719907999038696,BRCA
TCGA-C8-A12Q-01,-0.028334595263004303,-0.02822127193212509,0.03364691510796547,-0.08459486812353134,-0.3602966070175171,0.11063740402460098,BRCA
TCGA-C8-A12T-01,0.17797750234603882,0.11933144181966782,-0.14197158813476562,0.2032587230205536,0.15200486779212952,-0.09197075664997101,BRCA
TCGA-C8-A12U-01,0.017996400594711304,0.08267831802368164,0.20909619331359863,-0.06448414921760559,0.4862523078918457,0.11222478747367859,BRCA
TCGA-C8-A12V-01,0.2422693818807602,0.00015917420387268066,0.24425452947616577,-0.18460988998413086,0.007681671530008316,-0.10955098271369934,BRCA
TCGA-C8-A12W-01,0.2133983075618744,-0.07508406043052673,-0.05620920658111572,-0.133515864610672,0.02067507803440094,-0.11501368880271912,BRCA
TCGA-C8-A12X-01,0.15911361575126648,0.11766454577445984,-0.1012406051158905,-0.08513933420181274,0.11853472888469696,0.10297037661075592,BRCA
TCGA-C8-A12Y-01,0.14979925751686096,-0.02980293706059456,-0.02271679788827896,-0.04951227828860283,-0.08748625218868256,0.4965592324733734,BRCA
TCGA-C8-A12Z-01,0.1380304992198944,0.2990192770957947,0.13664734363555908,-0.27439063787460327,-0.09204508364200592,0.2545362114906311,BRCA
TCGA-C8-A130-01,-0.0742349848151207,0.03405851125717163,-0.13349474966526031,0.02619749680161476,0.32101717591285706,0.046946462243795395,BRCA
TCGA-C8-A131-01,0.4631429612636566,0.0446738600730896,0.18469512462615967,-0.3837144672870636,-0.4403509497642517,0.31984859704971313,BRCA
TCGA-C8-A132-01,-0.035176098346710205,-0.10815200209617615,-0.15271344780921936,-0.21373842656612396,-0.26809531450271606,0.11642125248908997,BRCA
TCGA-C8-A133-01,0.023784399032592773,0.3667576313018799,0.33659255504608154,-0.2061769962310791,0.17156261205673218,0.38865023851394653,BRCA
TCGA-C8-A134-01,0.23576906323432922,-0.13512873649597168,-0.07157602906227112,-0.20673376321792603,0.3280945420265198,0.2590300440788269,BRCA
TCGA-C8-A135-01,0.29561275243759155,0.055655866861343384,0.06084001064300537,-0.17613187432289124,-0.09088663756847382,-0.3217262029647827,BRCA
TCGA-C8-A137-01,0.0906706154346466,-0.022822469472885132,0.11929532885551453,-0.04073381423950195,-0.1177542507648468,0.025610268115997314,BRCA
TCGA-C8-A138-01,0.3950713276863098,-0.024209707975387573,-0.0741446316242218,-0.15672782063484192,-0.3101297616958618,0.2129446566104889,BRCA
TCGA-C8-A1HE-01,-0.12769031524658203,0.03970615565776825,-0.11984044313430786,-0.18460893630981445,-0.1782180815935135,0.07582880556583405,BRCA
TCGA-C8-A1HF-01,-0.015544019639492035,0.02587464451789856,-0.2624932825565338,0.07339242100715637,0.19386936724185944,-0.06836140155792236,BRCA
TCGA-C8-A1HG-01,-0.3274807631969452,0.09624634683132172,0.04933680593967438,-0.06724260747432709,0.4387589991092682,-0.28536057472229004,BRCA
TCGA-C8-A1HI-01,0.06680949032306671,0.1357651650905609,0.26004278659820557,-0.044572796672582626,-0.29594868421554565,0.1833917200565338,BRCA
TCGA-C8-A1HJ-01,0.19450008869171143,0.08189190924167633,-0.032548584043979645,0.0346781387925148,-0.010487034916877747,-0.5208654999732971,BRCA
TCGA-C8-A1HK-01,0.02666473388671875,0.21340471506118774,0.3537277579307556,-0.29577144980430603,0.017053067684173584,0.03891587257385254,BRCA
TCGA-C8-A1HL-01,0.04544900357723236,-0.008908703923225403,0.069646455347538,0.012080639600753784,-0.4656377136707306,-0.12574918568134308,BRCA
TCGA-C8-A1HM-01,-0.056847572326660156,0.11810353398323059,0.17945978045463562,-0.46275055408477783,-0.014241769909858704,0.2378731369972229,BRCA
TCGA-C8-A1HN-01,-0.08334171772003174,0.1642819046974182,-0.07344338297843933,-0.14828559756278992,0.19916976988315582,0.12047645449638367,BRCA
TCGA-C8-A1HO-01,-0.33358752727508545,-0.004913210868835449,-0.16702651977539062,0.14847274124622345,0.27316349744796753,-0.010618120431900024,BRCA
TCGA-C8-A26V-01,-0.1520199179649353,0.12546533346176147,-0.006416067481040955,-0.09653371572494507,-0.4854969084262848,0.04807092249393463,BRCA
TCGA-C8-A26W-01,-0.03068925440311432,-0.03717086464166641,-0.1516554057598114,-0.2286003977060318,-0.18374444544315338,0.06992881745100021,BRCA
TCGA-C8-A26X-01,0.2514754831790924,0.04464402049779892,0.0012882053852081299,-0.0797450914978981,-0.3303419351577759,-0.005906425416469574,BRCA
TCGA-C8-A26Y-01,0.02155049331486225,0.04234419763088226,0.004728630185127258,-0.34880656003952026,0.06220649927854538,0.49548399448394775,BRCA
TCGA-C8-A26Z-01,0.07249519228935242,0.06992737948894501,-0.22055545449256897,-0.142680823802948,-0.04982729256153107,-0.032683610916137695,BRCA
TCGA-C8-A273-01,0.11149823665618896,-0.008230060338973999,-0.19505135715007782,0.0009787902235984802,-0.007205948233604431,0.24653618037700653,BRCA
