gene_symbol,ensembl_id,ctrl_mean_expr,var_total,var_residual,var_interaction,noise,interaction_fraction,additive_fraction,reproducibility
DCPS,ENSG00000110063,1.2582234,0.14939094,0.1417813,0.003955929,0.13782537,0.026480382,0.050937735,0.027901627
NT5DC1,ENSG00000178425,1.6149327,0.053799372,0.03846364,0.003955885,0.034507755,0.07353032,0.2850541,0.10284738
NOL12,ENSG00000273899,0.593737,0.26406384,0.24955419,0.0039556655,0.24559852,0.014979959,0.054947503,0.015850928
ENSG00000272463,ENSG00000272463,0.15722942,0.111719444,0.11259106,0.003954949,0.10863611,0.035400722,0.0,0.035126667
ENSG00000287644,ENSG00000287644,0.2765924,0.17212488,0.16659369,0.0039549223,0.16263877,0.022977052,0.03213476,0.023739928
ORAI2,ENSG00000160991,1.4645799,0.09218887,0.06917743,0.0039535547,0.06522387,0.042885378,0.24961197,0.057150938
CILP2,ENSG00000160161,0.49209917,0.21973535,0.2065094,0.003953475,0.20255592,0.017991984,0.060190395,0.019144287
ARF6,ENSG00000165527,1.6472968,0.04858191,0.029399583,0.003952869,0.025446713,0.08136504,0.39484504,0.13445324
STAU2,ENSG00000040341,1.7853338,0.04805986,0.026767502,0.0039526867,0.022814814,0.082245074,0.44303828,0.14766738
ATL3,ENSG00000184743,1.5990845,0.05482202,0.04020773,0.0039524133,0.036255315,0.072095364,0.26657704,0.09829984
OTUD6B,ENSG00000155100,1.4194503,0.08586223,0.07028594,0.0039522396,0.066333696,0.046030015,0.18141025,0.056230873
ENSG00000267168,ENSG00000267168,0.6707142,0.30137768,0.25984275,0.0039519034,0.25589085,0.013112794,0.13781688,0.015208826
EIF3J-DT,ENSG00000179523,1.232057,0.15478289,0.13656418,0.003951367,0.13261281,0.025528448,0.11770494,0.02893414
RNF19B,ENSG00000116514,1.5143493,0.077737324,0.06248392,0.003951114,0.058532808,0.050826475,0.19621722,0.06323409
PPIL3,ENSG00000240344,1.4148663,0.0855638,0.07141153,0.003950866,0.06746066,0.046174504,0.16540024,0.055325326
CARMIL2,ENSG00000159753,0.5685107,0.24859768,0.24402268,0.003950843,0.24007183,0.015892519,0.018403227,0.016190475
ENSG00000289868,ENSG00000289868,0.48109096,0.23235403,0.22313865,0.003949883,0.21918876,0.016999416,0.039660964,0.017701473
ZNF205,ENSG00000122386,0.8622376,0.26155028,0.23901357,0.0039495975,0.23506397,0.01510072,0.08616588,0.016524574
LRRN2,ENSG00000170382,0.4595496,0.17494129,0.1732622,0.0039495933,0.1693126,0.022576679,0.009598035,0.02279547
RP1L1,ENSG00000183638,0.38638946,0.18456395,0.18275712,0.003949513,0.17880762,0.021399159,0.009789699,0.02161072
ENSG00000269987,ENSG00000269987,0.40600643,0.22706905,0.21358699,0.0039494275,0.20963755,0.017393067,0.05937429,0.018490955
UVSSA,ENSG00000163945,1.4269067,0.10579953,0.0826755,0.003949288,0.07872622,0.037328027,0.21856458,0.047768537
MTND5P15,ENSG00000231888,0.26815012,0.11581806,0.10410279,0.0039491174,0.10015367,0.034097597,0.10115236,0.037934788
ENSG00000250237,ENSG00000250237,0.23681216,0.15478946,0.1504885,0.0039483085,0.1465402,0.025507605,0.027785916,0.026236614
LINC02017,ENSG00000243572,0.07451834,0.038893934,0.039436888,0.003947969,0.03548892,0.10150603,0.0,0.100108534
ENSG00000187186,ENSG00000187186,0.44310093,0.2503773,0.23024066,0.003947959,0.2262927,0.015768038,0.08042518,0.017147096
TEX2,ENSG00000136478,1.4367564,0.114394404,0.09893949,0.003947946,0.09499155,0.034511704,0.13510199,0.039902627
LARP4B-DT,ENSG00000229869,0.32118502,0.15810299,0.15552452,0.003947912,0.15157661,0.024970507,0.01630878,0.025384497
CRMP1,ENSG00000072832,0.936839,0.23026378,0.2279646,0.00394766,0.22401693,0.017144077,0.009985025,0.017316986
ENSG00000284708,ENSG00000284708,0.121843785,0.08451843,0.08482718,0.0039456924,0.080881484,0.046684403,0.0,0.046514485
ABCD3,ENSG00000117528,1.6202761,0.051334344,0.03786476,0.00394537,0.03391939,0.076856345,0.26238933,0.10419636
PLAGL2,ENSG00000126003,1.3065845,0.14459732,0.11554555,0.003945027,0.11160052,0.027282849,0.20091502,0.034142613
PRXL2A,ENSG00000122378,1.3168197,0.15263501,0.12289672,0.003944456,0.11895227,0.025842408,0.19483265,0.032095697
SLC25A1,ENSG00000100075,1.375173,0.14547063,0.10305755,0.003943917,0.09911363,0.02711143,0.29155773,0.038269073
PDZD8,ENSG00000165650,1.7431828,0.038373932,0.024079168,0.003942808,0.02013636,0.102747045,0.37251237,0.16374354
ENSG00000255389,ENSG00000255389,0.22238709,0.14513366,0.14417908,0.0039426484,0.14023642,0.027165638,0.00657727,0.027345497
TFAP2D,ENSG00000008197,0.0692307,0.044969607,0.045447618,0.003941981,0.041505635,0.087658785,0.0,0.086736806
PPP5D1P-1,ENSG00000291145,1.0693649,0.2218003,0.20783527,0.003941037,0.20389423,0.017768404,0.06296216,0.018962312
ENSG00000286062,ENSG00000286062,0.19583803,0.13172355,0.13118854,0.0039410237,0.12724751,0.0299189,0.004061622,0.030040914
ALDH6A1,ENSG00000119711,1.2888383,0.14196484,0.12025445,0.0039409343,0.11631352,0.027759932,0.15292792,0.03277163
ABHD8,ENSG00000127220,1.0143844,0.2153122,0.20280202,0.0039409306,0.19886109,0.018303331,0.058102515,0.019432403
ARL2BP,ENSG00000102931,1.4416469,0.070967756,0.062143162,0.003940431,0.058202732,0.05552424,0.12434653,0.063408926
FGFBP2,ENSG00000137441,0.08380053,0.04477721,0.045017727,0.003940391,0.041077334,0.08799992,0.0,0.08752976
RRAS2,ENSG00000133818,1.7398044,0.037100233,0.027610058,0.003939877,0.023670182,0.10619547,0.25579825,0.14269716
B3GALT5-AS1,ENSG00000184809,0.18806952,0.085268356,0.08637453,0.003939277,0.08243525,0.04619858,0.0,0.04560693
TARS1-DT,ENSG00000249572,0.52575576,0.26004973,0.24889131,0.0039392263,0.24495208,0.015147973,0.0429088,0.015827095
C1GALT1P2,ENSG00000251435,0.0512386,0.041438714,0.042274415,0.003938837,0.038335577,0.09505211,0.0,0.093173064
DDX43,ENSG00000080007,0.69126505,0.21630651,0.21230547,0.003937574,0.2083679,0.018203678,0.018497068,0.01854674
DEXI,ENSG00000182108,1.1880496,0.17700067,0.15670428,0.003937448,0.15276682,0.022245385,0.11466846,0.025126614
WASF3,ENSG00000132970,1.1510499,0.18995178,0.17797886,0.003937098,0.17404176,0.02072683,0.06303136,0.022121157
LDAF1,ENSG00000011638,1.4618822,0.09061943,0.06894172,0.0039366963,0.06500503,0.043442078,0.23921703,0.0571018
LINC02822,ENSG00000286021,0.2929847,0.19289447,0.18928337,0.0039365906,0.18534678,0.020408,0.018720612,0.02079734
ENSG00000224935,ENSG00000224935,0.07859565,0.06600435,0.06571337,0.00393644,0.06177693,0.059639104,0.004408534,0.059903186
PATE2,ENSG00000196844,0.07200695,0.04588144,0.046679452,0.003935318,0.042744134,0.08577146,0.0,0.084305145
RANBP3-DT,ENSG00000266983,0.5710569,0.25460684,0.25405997,0.0039350768,0.2501249,0.015455503,0.0021479102,0.015488771
ENSG00000254332,ENSG00000254332,0.28964865,0.15808426,0.14715776,0.003934525,0.14322323,0.024888784,0.0691182,0.026736783
KLRG2,ENSG00000188883,0.3494811,0.18386585,0.1836668,0.003934496,0.1797323,0.021398732,0.0010825812,0.021421924
ZNRF2,ENSG00000180233,1.6050957,0.055006757,0.043255016,0.00393404,0.039320976,0.07151922,0.21364178,0.090949915
TXLNGY-1,ENSG00000291033,0.63425297,0.18379694,0.18214646,0.003933875,0.17821258,0.021403374,0.008979923,0.021597316
HIBCH,ENSG00000198130,1.7404624,0.039830495,0.021126881,0.003933497,0.017193384,0.09875591,0.46958023,0.18618445
SLC9A6,ENSG00000198689,1.3447691,0.11079295,0.099251136,0.0039326926,0.095318444,0.035495874,0.10417462,0.03962365
RNF168,ENSG00000163961,1.7130334,0.0391075,0.028342526,0.003932691,0.024409834,0.100561045,0.27526626,0.13875584
ENSG00000233242,ENSG00000233242,0.24607162,0.12473181,0.12284071,0.003932599,0.11890811,0.031528436,0.015161321,0.032013807
ENSG00000240401,ENSG00000240401,1.1237499,0.19113375,0.17590252,0.0039319233,0.17197059,0.02057158,0.07968889,0.022352854
UTP14A,ENSG00000156697,1.497603,0.08556797,0.06813837,0.003931739,0.06420663,0.04594872,0.20369309,0.057702277
KLHDC7A,ENSG00000179023,0.12006279,0.05344216,0.05363711,0.0039316486,0.04970546,0.07356829,0.0,0.073300906
EME2,ENSG00000197774,0.7776864,0.29528174,0.25421852,0.0039309054,0.25028762,0.013312389,0.13906454,0.015462703
SUPT3H,ENSG00000196284,1.8346242,0.051529743,0.021740431,0.003929788,0.017810643,0.07626251,0.57809937,0.18075943
IVNS1ABP,ENSG00000116679,1.651119,0.05709399,0.03671589,0.0039296467,0.032786243,0.06882768,0.35692194,0.1070285
NBPF25P-1,ENSG00000291005,0.4408232,0.20364623,0.19900782,0.003929607,0.19507822,0.019296244,0.022776771,0.019745992
SLFNL1,ENSG00000171790,0.46352974,0.2295183,0.21768652,0.003928078,0.21375844,0.017114444,0.051550467,0.018044654
LRRC37A11P-1,ENSG00000290925,0.11757015,0.07115122,0.07146614,0.003926922,0.067539215,0.05519121,0.0,0.05494801
STARD5,ENSG00000172345,0.62162817,0.27187878,0.25420135,0.0039267726,0.25027457,0.0144431,0.06501952,0.015447489
EMX1,ENSG00000135638,0.22001234,0.09478969,0.094196275,0.0039266082,0.09026967,0.041424423,0.0062603476,0.041685387
DCUN1D3,ENSG00000188215,1.6014016,0.08265123,0.04620929,0.0039264658,0.042282823,0.04750644,0.44091222,0.084971346
MYOM2,ENSG00000036448,0.38566467,0.19301137,0.19394381,0.003926353,0.19001746,0.0203426,0.0,0.020244796
FAM66A,ENSG00000227888,0.19180937,0.122352645,0.12303398,0.003925724,0.11910825,0.03208532,0.0,0.03190764
STBD1,ENSG00000118804,1.2058977,0.18384922,0.14698188,0.0039247917,0.1430571,0.021347884,0.20053029,0.026702555
MCCC1,ENSG00000078070,1.5237446,0.052640066,0.046214674,0.003924668,0.042290006,0.07455666,0.122062765,0.084922545
ENSG00000287782,ENSG00000287782,0.35413483,0.1847251,0.18363623,0.0039240336,0.1797122,0.021242557,0.005894556,0.021368515
ENSG00000260920,ENSG00000260920,0.42557827,0.21433409,0.20530058,0.003923644,0.20137694,0.018306205,0.042146824,0.019111704
ENSG00000259580,ENSG00000259580,0.47759438,0.20727848,0.20096008,0.0039229426,0.19703715,0.018925952,0.030482616,0.019521004
KCNK2,ENSG00000082482,0.5412505,0.2505131,0.24993587,0.0039221654,0.2460137,0.015656527,0.0023042355,0.015692687
DEAF1,ENSG00000177030,1.53389,0.06449465,0.05526286,0.003921919,0.05134094,0.060809992,0.14314036,0.07096844
ASNSP1-1,ENSG00000290398,0.1330818,0.10131913,0.102916054,0.00392064,0.09899542,0.03869595,0.0,0.03809551
PLEKHA2,ENSG00000169499,1.6694226,0.08025999,0.047247555,0.003919797,0.043327756,0.048838742,0.41131872,0.08296296
KLHL2,ENSG00000109466,1.4696832,0.081644736,0.06955964,0.0039193304,0.06564031,0.04800469,0.1480205,0.056344893
FAM161B,ENSG00000156050,1.0471797,0.21640715,0.20371443,0.0039192075,0.19979522,0.018110342,0.058652036,0.019238733
LSM7,ENSG00000130332,1.3672189,0.14004293,0.089050815,0.003918866,0.08513195,0.02798332,0.36411774,0.044007078
GSG1L2,ENSG00000214978,0.2806496,0.19488364,0.18840319,0.0039187963,0.18448439,0.02010839,0.033252947,0.020800052
KLHL22,ENSG00000099910,1.5129372,0.06974306,0.051029768,0.0039168335,0.047112934,0.05616091,0.2683176,0.07675586
SRP14,ENSG00000140319,1.6884524,0.085669875,0.029577622,0.0039164787,0.025661144,0.04571594,0.65474886,0.13241358
IL12A,ENSG00000168811,0.32887244,0.17466448,0.17165269,0.0039160987,0.16773659,0.022420693,0.017243305,0.022814084
ZDHHC4,ENSG00000136247,1.3385602,0.11338957,0.09501697,0.003915843,0.091101125,0.03453442,0.16203074,0.041212037
ENSG00000290041,ENSG00000290041,0.18682267,0.08159315,0.074373454,0.00391543,0.070458025,0.04798724,0.08848408,0.05264553
PLOD3,ENSG00000106397,1.5215409,0.055902533,0.04250198,0.0039153444,0.038586635,0.070038766,0.23971283,0.09212146
ENSG00000236209,ENSG00000236209,0.39499485,0.18562803,0.186381,0.003915335,0.18246566,0.02109237,0.0,0.021007158
B3GNT2,ENSG00000170340,1.3669593,0.120762035,0.10622385,0.0039152056,0.102308646,0.032420833,0.12038704,0.036858063
ENSG00000287255,ENSG00000287255,0.094545364,0.061010156,0.061722767,0.003915196,0.057807572,0.06417286,0.0,0.063431956
ARHGEF35,ENSG00000213214,0.30312932,0.119381934,0.11601501,0.003915016,0.11209999,0.03279404,0.028202968,0.033745773
C19orf48,ENSG00000167747,1.321238,0.14974174,0.13238259,0.0039147036,0.12846789,0.026143035,0.11592728,0.029571136
FABP5P3,ENSG00000241735,0.2514336,0.16769546,0.16219476,0.003914502,0.15828025,0.02334292,0.032801747,0.024134578
VPS18,ENSG00000104142,1.0877743,0.21094899,0.18669502,0.003914321,0.1827807,0.01855577,0.1149755,0.02096639
EIF4G3,ENSG00000075151,1.9041111,0.02633574,0.015650509,0.0039142934,0.011736216,0.14863047,0.4057312,0.25010645
ENSG00000279147,ENSG00000279147,0.26845816,0.15076317,0.1493722,0.003912874,0.14545932,0.025953779,0.009226151,0.026195463
ENSG00000254396,ENSG00000254396,0.21953414,0.14147055,0.13608764,0.0039118286,0.13217582,0.027651187,0.038049687,0.028744921
LIN9,ENSG00000183814,1.4591829,0.08998106,0.08021647,0.0039117704,0.0763047,0.043473266,0.10851828,0.04876518
CCNYL2-1,ENSG00000290445,0.38537246,0.15686393,0.1572161,0.003911388,0.15330471,0.024934912,0.0,0.024879055
SLC15A5,ENSG00000188991,0.24426642,0.16969334,0.16980445,0.0039113066,0.16589315,0.023049265,0.0,0.023034181
ENSG00000264808,ENSG00000264808,0.91959405,0.29308268,0.27886087,0.003911199,0.27494967,0.013345037,0.04852493,0.014025629
MAGED2,ENSG00000102316,1.4367199,0.096734084,0.06463756,0.0039107734,0.060726784,0.04042808,0.33180162,0.060503114
FBXO45,ENSG00000174013,1.4743339,0.08174402,0.058792856,0.0039106044,0.05488225,0.047839638,0.28076875,0.06651496
AAR2,ENSG00000131043,1.4133371,0.07296992,0.063751966,0.0039104335,0.059841532,0.053589664,0.12632541,0.061338242
LINC01711,ENSG00000268941,0.08458676,0.043491278,0.043866202,0.0039103203,0.03995588,0.08991045,0.0,0.08914199
ENSG00000289980,ENSG00000289980,0.22748387,0.12066053,0.119828366,0.0039097136,0.11591865,0.03240259,0.0068967277,0.032627612
ENSG00000237251,ENSG00000237251,0.2242148,0.13332975,0.13180445,0.0039090444,0.1278954,0.029318621,0.011440041,0.02965791
PHF2P2,ENSG00000226057,0.7455853,0.2944241,0.28288937,0.003908891,0.27898046,0.013276397,0.03917723,0.013817739
STAT5B,ENSG00000173757,1.6170142,0.044452704,0.03451318,0.003908782,0.030604398,0.087931246,0.22359776,0.113254756
RNF185,ENSG00000138942,1.488825,0.08019743,0.059370928,0.0039083282,0.0554626,0.048733834,0.2596904,0.065828994
SPATA1,ENSG00000122432,0.88464546,0.25707912,0.24799785,0.003907321,0.24409053,0.015198904,0.035324823,0.015755463
CUEDC1,ENSG00000180891,1.5635271,0.06575465,0.050886806,0.003906435,0.04698037,0.059409253,0.22611094,0.07676715
MYO19,ENSG00000278259,1.6801958,0.042299733,0.031198526,0.00390515,0.027293377,0.09232092,0.26244155,0.12517098
LY75-CD302,ENSG00000248672,0.17465885,0.06997631,0.07013748,0.0039041953,0.066233285,0.055793103,0.0,0.055664893
ELOF1,ENSG00000130165,1.1670377,0.18341963,0.14622104,0.0039041012,0.14231694,0.021285078,0.20280592,0.026699996
CDK19,ENSG00000155111,1.8303738,0.037413035,0.017751865,0.003903965,0.013847901,0.10434772,0.52551657,0.21991858
DIAPH1-AS1,ENSG00000246422,0.49065793,0.2470797,0.23311807,0.0039039578,0.22921412,0.015800398,0.056506578,0.016746698
EEF1A1P5,ENSG00000196205,0.7704667,0.2930458,0.24901427,0.0039034884,0.24511078,0.013320404,0.15025473,0.01567576
BIVM,ENSG00000134897,1.4013193,0.10408574,0.09189567,0.0039033657,0.0879923,0.037501443,0.11711569,0.042476058
CDO1,ENSG00000129596,0.22360353,0.13861968,0.13663602,0.003902957,0.13273306,0.028155867,0.014310071,0.028564628
ENSG00000259353,ENSG00000259353,0.9382364,0.25085273,0.22894713,0.003902361,0.22504477,0.015556382,0.087324545,0.017044812
KRT18P55,ENSG00000265480,0.19506383,0.120798655,0.119026095,0.0039020497,0.11512405,0.032302096,0.0146736745,0.032783147
DNAAF5,ENSG00000164818,1.4713188,0.07767872,0.06573063,0.0039020488,0.061828583,0.050233178,0.15381415,0.059364237
MOSMO,ENSG00000185716,1.6806644,0.035916574,0.026027547,0.0039019284,0.022125619,0.10863866,0.27533326,0.14991534
TDRD10,ENSG00000163239,0.23307107,0.13824967,0.13907783,0.0039014656,0.13517636,0.028220434,0.0,0.028052391
MRGBP,ENSG00000101189,1.3021145,0.11153553,0.09228867,0.0039012723,0.0883874,0.034977846,0.17256254,0.042272493
TMEM233,ENSG00000224982,0.3436483,0.16642499,0.1653188,0.003901267,0.16141753,0.023441594,0.0066467645,0.023598447
TUBA3FP,ENSG00000284130,0.29156718,0.19312544,0.19293736,0.0039005512,0.1890368,0.020196984,0.0009738875,0.020216672
MAP3K4,ENSG00000085511,1.6877693,0.037322756,0.026301539,0.0039001356,0.022401404,0.10449752,0.29529485,0.14828545
LMO1,ENSG00000166407,0.19243343,0.11057024,0.11177791,0.0038992579,0.10787865,0.035264987,0.0,0.034883976
RDH16,ENSG00000139547,0.17581324,0.11447406,0.11343422,0.0038988164,0.1095354,0.034058515,0.009083632,0.034370724
KCNK7,ENSG00000173338,0.4506465,0.21644227,0.19929522,0.0038988022,0.19539642,0.018013127,0.07922228,0.019562948
ENSG00000289052,ENSG00000289052,0.07642187,0.04152497,0.04220957,0.0038981733,0.038311396,0.09387541,0.0,0.09235284
OXSR1,ENSG00000172939,1.8406851,0.02554256,0.01812482,0.0038977829,0.014227038,0.15259954,0.29040703,0.21505222
IFITM3,ENSG00000142089,1.7220867,0.16189733,0.05517607,0.0038975847,0.051278487,0.024074422,0.65919095,0.07063904
KATNBL1,ENSG00000134152,1.6954448,0.04025605,0.027972654,0.003897068,0.024075586,0.09680702,0.30513167,0.13931707
SOCS6,ENSG00000170677,1.5281262,0.06441143,0.047920663,0.0038960378,0.044024624,0.060486745,0.2560224,0.08130184
ENSG00000285725,ENSG00000285725,1.0833095,0.29359913,0.23183468,0.0038957156,0.22793896,0.013268826,0.21037,0.016803851
ARL6IP5,ENSG00000144746,1.631265,0.06300681,0.031675458,0.003895637,0.027779821,0.061828826,0.4972693,0.122985974
SLC36A4,ENSG00000180773,1.5811929,0.055990387,0.046137515,0.0038934774,0.04224404,0.06953832,0.17597434,0.08438854
ENSG00000242540,ENSG00000242540,0.20262541,0.11248842,0.11282474,0.0038934392,0.108931296,0.03461191,0.0,0.03450874
IL18BP,ENSG00000137496,1.0359517,0.26865762,0.21027865,0.0038933463,0.2063853,0.014491851,0.2172988,0.018515177
LINC02585,ENSG00000228350,0.6728941,0.26260588,0.26012516,0.0038927766,0.25623238,0.014823646,0.009446534,0.014965014
FAM153A,ENSG00000170074,0.22310384,0.11424018,0.11539156,0.0038926082,0.11149895,0.0340739,0.0,0.033733908
ENSG00000256732,ENSG00000256732,0.10498973,0.06383033,0.062496416,0.003891569,0.058604848,0.060967397,0.020897819,0.062268674
MIEF2,ENSG00000177427,0.80562115,0.27154124,0.24493589,0.0038915146,0.24104437,0.01433121,0.097979054,0.01588789
MTO1,ENSG00000135297,1.3778609,0.09655127,0.0899307,0.0038907076,0.08603999,0.040296804,0.068570524,0.043263398
MTHFD2P1,ENSG00000244681,0.20267811,0.0947437,0.09544492,0.0038896906,0.09155523,0.041054875,0.0,0.04075325
ENSG00000286371,ENSG00000286371,0.22215776,0.14992453,0.14993417,0.003889235,0.14604494,0.025941284,0.0,0.025939617
LINC02942,ENSG00000237074,0.22652993,0.114197195,0.11385255,0.0038888073,0.109963745,0.03405344,0.0030179508,0.034156524
BTG1,ENSG00000133639,1.7933865,0.06651923,0.029090423,0.0038886643,0.025201758,0.05845925,0.5626765,0.13367507
ENSG00000215154,ENSG00000215154,0.61259025,0.30217645,0.2644,0.0038882624,0.26051176,0.012867523,0.12501451,0.014705985
PPM1F,ENSG00000100034,1.3098648,0.1140425,0.09682171,0.0038880643,0.09293365,0.03409312,0.15100324,0.040156946
PRSS53,ENSG00000151006,0.89053464,0.30283976,0.23749049,0.0038875453,0.23360294,0.012836971,0.21578826,0.016369266
LRRC28,ENSG00000168904,1.4600358,0.08109389,0.06041697,0.0038875432,0.05652943,0.04793879,0.25497508,0.06434522
SLC35A1,ENSG00000164414,1.3839699,0.10719671,0.090513915,0.003887514,0.0866264,0.036265235,0.15562788,0.042949352
ENSG00000287410,ENSG00000287410,0.28931764,0.15876731,0.1528478,0.0038869553,0.14896084,0.024482088,0.037284225,0.025430234
ANKRD50,ENSG00000151458,1.5975204,0.06070555,0.0485718,0.0038868547,0.044684943,0.064027995,0.19987878,0.08002287
LINC02913,ENSG00000179082,0.163918,0.076432854,0.07697894,0.0038855597,0.07309338,0.05083625,0.0,0.050475623
RAD18,ENSG00000070950,1.6542523,0.03640065,0.027473573,0.0038854682,0.023588104,0.10674173,0.245245,0.14142567
ENSG00000267506,ENSG00000267506,0.10992316,0.05273936,0.05273128,0.0038853644,0.048845913,0.07367106,0.0001532092,0.073682345
ZNF28,ENSG00000198538,1.276072,0.13014004,0.12048403,0.0038850314,0.116599,0.0298527,0.07419703,0.032245196
CEP76,ENSG00000101624,1.3906426,0.09551548,0.08889576,0.0038845206,0.08501124,0.040669017,0.06930522,0.04369748
SLC10A5,ENSG00000253598,0.24426402,0.11601484,0.11318745,0.003884499,0.109302945,0.03348278,0.024370942,0.034319166
TIMM21,ENSG00000075336,1.202898,0.13998395,0.123581305,0.0038844724,0.11969683,0.027749412,0.11717519,0.031432524
ENSG00000286313,ENSG00000286313,0.2999141,0.16215333,0.16065195,0.0038843786,0.15676758,0.023954973,0.009259023,0.024178844
LARS1,ENSG00000133706,1.7988749,0.028943246,0.017436096,0.0038842375,0.013551859,0.13420185,0.39757633,0.2227699
ENSG00000255446,ENSG00000255446,0.21109281,0.11583101,0.11400596,0.0038837201,0.11012224,0.033529192,0.01575614,0.03406594
ENSG00000235837,ENSG00000235837,0.7212288,0.26995608,0.25460225,0.0038835441,0.2507187,0.014385837,0.056875285,0.015253377
ENSG00000260271,ENSG00000260271,0.1513218,0.11046092,0.1067443,0.0038814906,0.102862805,0.03513904,0.033646517,0.03636251
HCG17,ENSG00000270604,1.2945915,0.15199527,0.12889141,0.0038814081,0.12501,0.025536375,0.15200382,0.030113785
ZNF175,ENSG00000105497,1.2627077,0.14787501,0.13725683,0.0038794705,0.13337736,0.026234794,0.0718051,0.028264316
HTRA2,ENSG00000115317,1.0190521,0.2203647,0.20234072,0.0038792714,0.19846144,0.017603869,0.0817916,0.019171976
ERVK-28,ENSG00000267696,0.122286245,0.10819302,0.108045004,0.0038791862,0.104165815,0.035854314,0.0013680479,0.03590343
CPA5,ENSG00000158525,0.12356104,0.084964134,0.08672886,0.0038789078,0.08284996,0.045653474,0.0,0.04472453
ENSG00000234340,ENSG00000234340,0.1394142,0.07089279,0.07153407,0.0038788754,0.06765519,0.05471467,0.0,0.05422417
METTL2B,ENSG00000165055,1.5451283,0.06433388,0.058156207,0.0038780163,0.05427819,0.060279533,0.09602516,0.066682756
C17orf107,ENSG00000205710,0.22785261,0.11490295,0.10984288,0.00387757,0.10596531,0.033746477,0.044037767,0.03530106
RHBDD1,ENSG00000144468,1.6886102,0.05028869,0.03633772,0.0038772172,0.0324605,0.07709919,0.27741766,0.10669952
MRI1,ENSG00000037757,1.1747483,0.16082665,0.15060604,0.0038770116,0.14672902,0.024106773,0.06355052,0.025742738
ZNF346,ENSG00000113761,1.4361938,0.07996508,0.069149695,0.0038770018,0.0652727,0.04848369,0.13525131,0.056066796
ZFP37,ENSG00000136866,0.84365755,0.1949532,0.1853998,0.003876523,0.18152328,0.019884378,0.049003568,0.020908993
ENSG00000288964,ENSG00000288964,0.14733626,0.068960145,0.06913332,0.0038763876,0.06525693,0.056212,0.0,0.056071192
TBC1D7,ENSG00000145979,1.3783878,0.10969783,0.0961111,0.0038760991,0.092235,0.035334326,0.12385602,0.04032936
ENSG00000278920,ENSG00000278920,0.16625503,0.10729423,0.10548588,0.0038753238,0.101610556,0.03611866,0.016854146,0.036737844
IRF2BP2,ENSG00000168264,1.7958717,0.05403591,0.024864092,0.0038746826,0.02098941,0.0717057,0.53985983,0.15583447
JSRP1,ENSG00000167476,0.5240164,0.25259,0.23400724,0.0038744928,0.23013274,0.015339059,0.07356887,0.01655715
STARD7,ENSG00000084090,1.5347009,0.06278275,0.045794092,0.0038744379,0.041919656,0.06171182,0.27059436,0.08460563
RUVBL2,ENSG00000183207,1.4624159,0.089821644,0.055996466,0.0038742602,0.052122205,0.04313281,0.37658158,0.06918758
TUBB1,ENSG00000101162,0.19278307,0.106162444,0.10618229,0.0038740456,0.10230824,0.036491677,0.0,0.036484856
LYPLA2,ENSG00000011009,1.1957644,0.19140184,0.17146629,0.0038735743,0.16759272,0.020237915,0.104155466,0.02259088
ENSG00000227206,ENSG00000227206,0.15734492,0.10098297,0.09966383,0.0038734335,0.0957904,0.038357295,0.013062997,0.038864985
ABHD4,ENSG00000100439,1.1790494,0.2190621,0.17228094,0.0038732963,0.16840763,0.01768127,0.21355207,0.022482444
HEBP2P1,ENSG00000235548,0.19450036,0.10585714,0.10435721,0.0038719277,0.10048529,0.036576916,0.014169365,0.037102636
LINC00484-1,ENSG00000235641,0.08027709,0.0461684,0.047131427,0.0038714318,0.043259993,0.08385458,0.0,0.0821412
ARID3A,ENSG00000116017,1.646781,0.0738722,0.03553554,0.003871349,0.031664193,0.05240603,0.5189592,0.108943015
ACTN3,ENSG00000248746,0.339674,0.18137076,0.17294243,0.0038712698,0.16907115,0.021344509,0.0464702,0.022384731
RETREG2,ENSG00000144567,1.4338138,0.09211298,0.059861798,0.003870189,0.05599161,0.042015675,0.35012636,0.06465207
PLXNB2,ENSG00000196576,1.5699573,0.09856833,0.0497269,0.0038697806,0.04585712,0.039259877,0.49550834,0.077820666
ENSG00000229771,ENSG00000229771,0.08043848,0.056697775,0.056345925,0.0038689,0.052477024,0.068237245,0.00620571,0.06866335
ENSG00000236528,ENSG00000236528,0.48958078,0.24097824,0.2294796,0.00386859,0.225611,0.01605369,0.04771653,0.0168581
PDCD6IPP2,ENSG00000261377,0.21979903,0.11063586,0.109379224,0.0038673796,0.105511844,0.03495593,0.011358318,0.035357535
UBQLNL,ENSG00000175518,0.13474713,0.07028258,0.06961852,0.003867032,0.06575149,0.055021204,0.009448363,0.055546023
SAP30L-AS1,ENSG00000245275,1.2177957,0.17835604,0.15111248,0.003866906,0.14724557,0.021680824,0.15274815,0.025589587
ENSG00000278730,ENSG00000278730,1.2515035,0.1393593,0.12516505,0.0038664576,0.12129859,0.027744526,0.10185363,0.030890875
NFKBIL1,ENSG00000204498,1.1904187,0.17152745,0.14929588,0.0038662052,0.14542967,0.022539863,0.12960938,0.025896262
CLCN6,ENSG00000011021,1.4956783,0.07427331,0.06025724,0.0038661654,0.056391075,0.052053224,0.18870936,0.06416101
